House_ID,Area_sqft,Bedrooms,Bathrooms,Floors,Parking,House_Age,Location,Furnishing,Main_Road,Air_Conditioning,Basement,Garden,Price
327,1962,6,6,2,0,0,Hill View,Semi-Furnished,Yes,Yes,Yes,No,14644718
328,1130,5,6,3,3,12,Lake View,Semi-Furnished,No,Yes,Yes,Yes,11466151
329,2128,1,2,3,1,0,Downtown,Unfurnished,Yes,Yes,No,No,14010793
330,1020,4,6,3,2,5,Suburban,Furnished,No,No,No,No,9288730
331,4237,6,6,2,3,11,Riverside,Furnished,No,Yes,Yes,Yes,27466891
332,1137,2,4,1,1,3,City Center,Unfurnished,Yes,No,No,Yes,9461174
333,796,6,6,3,0,1,Suburban,Semi-Furnished,No,No,Yes,No,8438640
334,3474,2,2,3,0,9,Lake View,Unfurnished,Yes,No,Yes,No,20712810
335,2695,6,6,1,2,3,Suburban,Semi-Furnished,Yes,Yes,No,Yes,18415308
336,3481,4,5,1,0,17,Hill View,Furnished,No,No,Yes,Yes,21458568
337,3351,1,1,3,3,4,Suburban,Unfurnished,Yes,Yes,No,Yes,19792138
338,1812,3,4,1,0,26,Uptown,Furnished,No,No,No,No,12918815
339,1074,1,1,1,1,21,Uptown,Semi-Furnished,No,No,No,Yes,7687522
340,3938,3,3,1,3,12,Hill View,Semi-Furnished,No,No,No,Yes,23210148
341,1142,6,6,1,1,3,Lake View,Unfurnished,No,No,Yes,No,10430418
342,3104,1,3,3,1,15,Hill View,Furnished,No,No,Yes,Yes,19015120
343,3282,3,3,3,1,30,City Center,Unfurnished,Yes,No,Yes,No,20208944
344,3318,6,6,2,1,26,West End,Unfurnished,Yes,Yes,Yes,No,21245520
345,4161,2,2,2,2,7,City Center,Semi-Furnished,Yes,Yes,No,No,24987615
346,922,4,5,3,3,2,Hill View,Semi-Furnished,No,Yes,No,Yes,8796029
347,2252,4,4,3,0,26,Suburban,Unfurnished,No,Yes,No,No,14353392
348,3980,1,1,2,2,17,East Side,Unfurnished,No,No,No,Yes,21942170
349,3710,6,6,1,2,11,Green Park,Unfurnished,No,Yes,Yes,Yes,23870342
350,1175,6,6,3,3,3,Green Park,Unfurnished,Yes,Yes,Yes,No,10822061
351,2472,2,4,2,0,24,Lake View,Furnished,Yes,No,No,Yes,16455459
352,617,5,6,1,3,26,East Side,Semi-Furnished,Yes,Yes,Yes,Yes,7296624
353,3293,5,6,2,3,13,East Side,Unfurnished,Yes,No,No,No,20588063
354,2454,2,2,2,2,26,West End,Semi-Furnished,Yes,Yes,Yes,No,15622764
355,2014,6,6,3,1,16,West End,Unfurnished,No,Yes,No,No,14575916
356,2937,6,6,2,2,28,Lake View,Furnished,Yes,Yes,No,Yes,20124042
357,3345,1,1,2,1,9,Green Park,Furnished,Yes,No,Yes,Yes,20198105
358,3934,4,4,3,1,23,West End,Semi-Furnished,Yes,No,Yes,No,23699180
359,2306,6,6,3,0,0,Green Park,Furnished,No,Yes,No,Yes,17491327
360,1392,3,4,1,0,5,Uptown,Unfurnished,Yes,No,Yes,No,10311070
361,2879,3,3,1,2,0,City Center,Semi-Furnished,Yes,Yes,Yes,No,19316674
362,808,6,6,3,2,15,East Side,Unfurnished,No,Yes,No,Yes,8094400
363,2732,1,3,1,3,17,West End,Semi-Furnished,Yes,No,Yes,Yes,17005956
364,1959,3,4,2,1,30,East Side,Unfurnished,No,Yes,Yes,No,12794115
365,1584,6,6,3,1,30,Downtown,Unfurnished,No,No,Yes,No,12575854
366,2812,6,6,1,2,16,West End,Semi-Furnished,No,Yes,No,Yes,18750272
367,2704,1,1,1,0,20,Suburban,Furnished,Yes,No,Yes,Yes,16244676
368,3994,6,6,2,0,23,Uptown,Furnished,No,No,Yes,Yes,25181606
369,822,2,3,3,0,18,Riverside,Semi-Furnished,No,No,No,No,6704459
370,1895,1,2,3,0,17,Downtown,Unfurnished,Yes,Yes,Yes,No,12975262
371,1034,3,5,2,0,9,Hill View,Semi-Furnished,No,Yes,No,Yes,9064181
372,1500,2,4,2,2,30,Uptown,Semi-Furnished,No,Yes,Yes,Yes,10823802
373,620,5,6,2,0,9,Riverside,Unfurnished,No,Yes,No,Yes,6800772
374,1353,2,4,2,1,3,Uptown,Unfurnished,Yes,No,Yes,No,10515913
375,875,3,3,1,3,30,City Center,Semi-Furnished,Yes,Yes,Yes,No,8469609
376,885,2,3,2,3,10,East Side,Unfurnished,No,Yes,No,No,7121112
377,1290,1,2,1,1,22,Lake View,Semi-Furnished,No,Yes,No,No,9367331
378,2424,3,4,2,0,5,East Side,Furnished,No,Yes,Yes,No,16473977
379,4230,6,6,3,0,28,Downtown,Unfurnished,Yes,No,Yes,Yes,26840388
380,1667,5,6,2,1,11,Lake View,Furnished,No,Yes,No,Yes,13746459
381,2090,5,5,3,1,27,East Side,Unfurnished,Yes,Yes,No,Yes,14119847
382,2919,5,6,1,3,30,City Center,Furnished,Yes,No,Yes,Yes,19965998
383,2113,2,2,3,1,16,City Center,Semi-Furnished,No,No,Yes,Yes,14619627
384,1927,1,3,3,2,26,Green Park,Unfurnished,Yes,No,No,No,12398625
385,3276,1,3,2,3,29,Riverside,Unfurnished,No,No,No,No,18918729
386,4233,5,5,3,1,14,Uptown,Furnished,Yes,No,Yes,Yes,26585584
387,1244,3,5,3,0,21,Riverside,Semi-Furnished,No,Yes,No,No,9753090
388,1463,5,5,3,3,0,Riverside,Furnished,Yes,Yes,Yes,Yes,12867667
389,1201,1,1,2,1,16,Lake View,Unfurnished,Yes,No,Yes,Yes,8818223
390,3084,4,5,1,1,26,Lake View,Unfurnished,Yes,Yes,No,Yes,20138164
391,3408,3,4,3,0,7,Lake View,Semi-Furnished,Yes,Yes,Yes,Yes,22153702
392,4120,5,6,2,1,19,Suburban,Furnished,No,Yes,Yes,Yes,25827666
393,3300,2,4,3,0,28,Lake View,Unfurnished,No,No,Yes,No,19856633
394,4443,4,5,2,0,13,Uptown,Semi-Furnished,No,Yes,Yes,No,27366954
395,4191,5,6,2,1,0,Downtown,Unfurnished,Yes,Yes,No,Yes,27074375
396,3894,3,4,2,0,4,Lake View,Unfurnished,No,No,No,No,23728403
397,1728,6,6,1,3,17,West End,Semi-Furnished,Yes,No,No,No,12871149
398,2966,3,5,2,1,27,Suburban,Unfurnished,Yes,No,Yes,Yes,17972075
399,2682,4,5,3,0,5,Lake View,Unfurnished,Yes,Yes,Yes,No,18475802
400,2383,1,1,2,1,11,Suburban,Unfurnished,Yes,No,No,No,14199772
401,3047,1,1,3,3,14,Downtown,Furnished,No,Yes,Yes,Yes,19877473
402,1294,6,6,2,1,20,Downtown,Furnished,Yes,No,No,No,12080991
403,2218,4,6,1,0,23,Suburban,Furnished,No,No,No,No,14556888
404,3083,2,3,2,0,8,Uptown,Semi-Furnished,Yes,Yes,No,No,18940292
405,3888,5,6,3,2,22,Hill View,Semi-Furnished,No,Yes,No,No,24656303
406,2487,5,5,2,0,8,Suburban,Semi-Furnished,Yes,Yes,No,No,16598648
407,2715,5,5,3,2,7,Green Park,Furnished,No,No,Yes,Yes,18911704
408,1885,3,3,3,2,5,Riverside,Semi-Furnished,Yes,Yes,Yes,No,13188823
409,1538,2,2,3,2,4,Suburban,Furnished,Yes,No,Yes,Yes,11261319
410,2120,5,6,2,2,15,Uptown,Unfurnished,No,No,Yes,Yes,14890778
411,2753,4,5,3,0,16,City Center,Semi-Furnished,Yes,No,Yes,No,18498584
412,3423,1,1,3,1,12,East Side,Furnished,No,No,No,Yes,20238810
413,1676,2,3,2,2,11,Uptown,Semi-Furnished,No,Yes,No,No,11910012
414,4099,4,5,2,1,18,Uptown,Unfurnished,Yes,Yes,No,Yes,25303116
415,2370,4,4,1,1,15,Downtown,Furnished,No,No,Yes,No,16674258
416,1828,3,5,3,0,12,Suburban,Unfurnished,Yes,Yes,Yes,No,12729287
417,4036,6,6,2,2,8,City Center,Semi-Furnished,No,No,Yes,No,25750326
418,2038,6,6,1,1,24,Green Park,Semi-Furnished,No,No,No,Yes,14605181
419,3113,3,4,3,1,27,Uptown,Unfurnished,No,No,No,Yes,18854554
420,1263,3,3,2,2,20,Green Park,Unfurnished,No,No,No,No,9098405
421,3663,5,6,2,3,5,Uptown,Furnished,Yes,Yes,No,Yes,24118400
422,1283,4,4,1,0,29,Hill View,Unfurnished,Yes,Yes,No,Yes,9298576
423,1675,5,5,1,3,9,Riverside,Furnished,No,No,Yes,Yes,13170329
424,4034,2,2,1,2,27,City Center,Semi-Furnished,No,No,No,Yes,24132310
425,2808,2,4,3,3,20,East Side,Semi-Furnished,No,No,No,Yes,17085504
426,2409,3,4,2,2,4,Green Park,Furnished,Yes,Yes,No,No,16586789
427,2791,1,3,2,3,9,Downtown,Semi-Furnished,No,Yes,Yes,No,17978931
428,2286,5,6,2,1,5,Lake View,Semi-Furnished,Yes,No,Yes,No,16892898
429,1581,5,6,3,2,9,West End,Semi-Furnished,No,Yes,Yes,Yes,12452460
430,1786,1,3,2,3,8,East Side,Semi-Furnished,Yes,No,Yes,Yes,11675242
431,2791,1,1,1,2,8,Uptown,Unfurnished,No,Yes,Yes,Yes,16837203
432,660,4,4,2,3,9,Hill View,Semi-Furnished,No,Yes,No,Yes,7687029
433,4497,2,2,2,3,2,West End,Semi-Furnished,Yes,Yes,No,No,25881628
434,1099,6,6,2,3,7,Downtown,Furnished,No,Yes,Yes,No,11516824
435,3391,3,4,1,0,23,West End,Unfurnished,Yes,No,No,No,19617576
436,2076,1,3,1,0,7,Lake View,Semi-Furnished,Yes,Yes,No,Yes,13994235
437,3832,2,2,1,3,22,East Side,Furnished,No,Yes,Yes,Yes,22934603
438,974,6,6,2,0,1,City Center,Unfurnished,Yes,Yes,Yes,No,9940777
439,1897,5,6,2,3,23,Riverside,Furnished,No,No,Yes,No,13711806
440,2587,6,6,3,2,17,Hill View,Furnished,Yes,No,No,No,17955098
441,4153,5,6,1,0,16,Uptown,Semi-Furnished,No,No,No,No,25058354
442,3778,6,6,2,1,28,Downtown,Unfurnished,No,Yes,No,Yes,24541866
443,2807,4,4,3,3,24,West End,Furnished,No,No,No,No,17730230
444,994,5,6,1,0,26,Uptown,Furnished,Yes,Yes,Yes,No,9481724
445,1004,1,3,3,3,21,Hill View,Unfurnished,No,Yes,No,Yes,7998188
446,3540,1,1,1,3,29,Suburban,Semi-Furnished,Yes,No,No,No,20248846
447,838,5,6,3,0,23,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,8773997
448,1546,5,6,1,1,16,Riverside,Unfurnished,Yes,No,Yes,No,11878456
449,2478,6,6,2,0,5,Uptown,Unfurnished,No,No,Yes,No,17165038
450,4296,3,5,2,2,13,Lake View,Unfurnished,No,Yes,Yes,No,26382167
451,4393,6,6,2,3,14,Lake View,Furnished,Yes,No,Yes,Yes,28228103
452,626,3,3,1,2,0,Green Park,Unfurnished,Yes,Yes,Yes,No,6548132
453,1239,2,3,2,1,7,Green Park,Semi-Furnished,Yes,No,Yes,Yes,9975529
454,1929,4,4,2,0,19,Green Park,Furnished,No,Yes,Yes,No,13843631
455,4203,4,5,1,1,23,East Side,Furnished,No,Yes,No,Yes,25336427
456,2811,5,5,2,1,4,Downtown,Unfurnished,No,No,Yes,Yes,19208117
457,1786,4,4,1,2,2,Hill View,Unfurnished,Yes,No,No,Yes,12639085
458,2655,4,6,1,1,15,West End,Furnished,No,No,Yes,Yes,17510085
459,893,3,4,2,0,3,Lake View,Semi-Furnished,No,No,Yes,No,8340860
460,3032,6,6,2,1,11,East Side,Semi-Furnished,Yes,No,Yes,Yes,19867785
461,3407,3,3,3,0,3,Downtown,Furnished,Yes,No,Yes,No,22319897
462,3894,1,2,2,3,0,City Center,Furnished,Yes,Yes,No,No,24272106
463,3589,2,4,3,0,12,East Side,Unfurnished,Yes,No,Yes,Yes,21204609
464,1422,6,6,2,0,14,Downtown,Furnished,No,No,No,Yes,12132405
465,1798,6,6,1,3,16,Suburban,Semi-Furnished,No,Yes,Yes,Yes,13836570
466,2475,5,6,1,0,7,West End,Semi-Furnished,No,No,No,Yes,16163264
467,2020,6,6,2,2,7,West End,Semi-Furnished,Yes,No,No,Yes,15009896
468,4487,3,3,1,2,28,Lake View,Unfurnished,Yes,Yes,No,Yes,26556005
469,1584,5,5,2,2,29,East Side,Semi-Furnished,No,Yes,Yes,Yes,12224054
470,2817,6,6,1,2,22,West End,Furnished,No,Yes,Yes,No,18733508
471,2882,5,6,1,1,10,Uptown,Unfurnished,Yes,No,No,No,18764483
472,2414,6,6,3,2,4,Riverside,Furnished,Yes,Yes,Yes,No,17965822
473,2922,5,5,3,1,7,Downtown,Semi-Furnished,Yes,No,Yes,No,20395006
474,3260,3,3,2,3,15,Uptown,Furnished,Yes,Yes,Yes,No,20627743
475,4390,3,4,1,1,24,Riverside,Furnished,Yes,No,No,No,25855770
476,4235,2,3,2,0,19,Lake View,Unfurnished,No,No,Yes,Yes,24963546
477,2471,1,1,3,3,23,Downtown,Unfurnished,No,Yes,Yes,No,15786105
478,2230,3,4,2,1,13,Green Park,Unfurnished,Yes,Yes,No,No,14406834
479,3559,5,5,1,1,12,Lake View,Semi-Furnished,No,Yes,Yes,No,23199790
480,4272,6,6,2,0,8,City Center,Unfurnished,Yes,Yes,Yes,Yes,27610932
481,2440,6,6,1,3,23,West End,Unfurnished,Yes,No,No,Yes,16173185
482,4336,3,5,3,1,5,Uptown,Furnished,Yes,No,No,No,27022830
483,3748,4,5,3,1,3,Uptown,Furnished,Yes,No,Yes,No,24187400
484,4103,4,6,1,3,7,Riverside,Unfurnished,No,No,No,No,24362862
485,3062,5,5,1,2,19,West End,Furnished,Yes,Yes,Yes,Yes,20495410
486,2029,1,1,1,2,10,Suburban,Furnished,Yes,No,Yes,Yes,13235537
487,1764,5,6,3,1,30,Hill View,Unfurnished,No,Yes,Yes,No,12881303
488,2109,4,4,2,0,9,Hill View,Furnished,Yes,No,No,No,14714931
489,1459,6,6,3,0,3,East Side,Unfurnished,Yes,No,No,No,11661219
490,4072,3,4,3,2,29,Uptown,Unfurnished,No,No,No,Yes,24451408
491,1553,6,6,1,0,3,Downtown,Semi-Furnished,Yes,Yes,No,No,12819302
492,1967,3,5,3,1,0,Riverside,Unfurnished,No,No,Yes,No,13423270
493,2675,5,6,1,0,21,City Center,Semi-Furnished,No,Yes,Yes,Yes,18508569
494,4015,3,5,2,3,25,Downtown,Unfurnished,Yes,No,Yes,No,24831051
495,4269,3,4,2,0,26,West End,Semi-Furnished,No,Yes,Yes,No,25041571
496,871,2,3,1,2,12,West End,Furnished,No,Yes,Yes,No,7922725
497,4113,3,5,1,2,13,Suburban,Semi-Furnished,Yes,No,No,No,24130239
498,2750,3,3,1,2,25,Downtown,Furnished,Yes,No,Yes,No,18244344
499,1231,2,3,2,2,24,City Center,Furnished,Yes,Yes,Yes,Yes,10490882
500,2187,6,6,1,0,9,Downtown,Unfurnished,Yes,No,No,Yes,15668511
501,2732,6,6,2,0,18,Green Park,Unfurnished,Yes,No,Yes,Yes,18232887
502,1733,5,6,2,0,8,Uptown,Furnished,No,Yes,Yes,Yes,13834212
503,2822,3,5,2,2,4,Green Park,Unfurnished,Yes,Yes,Yes,No,18645452
504,4254,3,5,2,0,4,Downtown,Semi-Furnished,Yes,Yes,No,Yes,26229102
505,2346,4,4,3,3,19,City Center,Semi-Furnished,No,Yes,Yes,No,16832570
506,1139,1,3,2,0,14,Green Park,Unfurnished,No,No,Yes,Yes,7981503
507,4127,5,6,2,3,5,City Center,Semi-Furnished,No,No,Yes,Yes,26638824
508,1062,3,4,2,1,9,City Center,Unfurnished,Yes,Yes,No,Yes,9302099
509,2877,6,6,2,3,12,East Side,Semi-Furnished,Yes,Yes,Yes,No,19516860
510,870,3,3,3,3,25,Lake View,Unfurnished,No,Yes,Yes,Yes,8549282
511,4412,6,6,2,0,18,East Side,Semi-Furnished,No,Yes,No,Yes,26911398
512,2262,1,3,1,3,10,Hill View,Unfurnished,Yes,Yes,Yes,Yes,14751379
513,4299,6,6,1,1,14,West End,Semi-Furnished,No,No,Yes,Yes,26737422
514,4193,3,4,3,2,29,Lake View,Unfurnished,No,Yes,Yes,No,25055351
515,4091,3,3,2,0,0,West End,Semi-Furnished,Yes,No,Yes,Yes,24485886
516,3476,5,6,3,2,22,Lake View,Semi-Furnished,No,No,Yes,Yes,22877138
517,1169,2,4,2,2,26,Lake View,Furnished,No,Yes,Yes,Yes,9706031
518,3255,1,1,3,3,21,Lake View,Furnished,Yes,Yes,No,No,20487169
519,3075,4,6,1,3,16,Lake View,Unfurnished,No,No,No,Yes,19716816
520,2339,5,5,3,3,27,Riverside,Unfurnished,No,No,No,Yes,15246504
521,2927,4,6,2,0,18,Hill View,Unfurnished,Yes,Yes,No,No,18808460
522,920,5,6,1,1,15,Suburban,Unfurnished,No,Yes,No,Yes,8345644
523,2459,5,6,3,2,13,City Center,Semi-Furnished,No,Yes,Yes,No,18215085
524,3815,5,6,1,3,18,Uptown,Unfurnished,Yes,No,Yes,No,24022307
525,937,2,4,1,2,8,Uptown,Unfurnished,No,No,No,Yes,8175844
526,1056,5,5,3,1,21,Hill View,Semi-Furnished,Yes,No,Yes,No,9182792
527,3874,5,5,2,0,30,Uptown,Unfurnished,Yes,No,No,No,23344305
528,3306,4,6,3,1,6,East Side,Unfurnished,No,Yes,No,Yes,20518274
529,1286,4,5,2,2,15,West End,Furnished,No,No,No,No,9989400
530,2772,4,4,2,3,12,City Center,Unfurnished,Yes,Yes,No,No,18718540
531,4360,6,6,2,2,8,Suburban,Semi-Furnished,No,No,Yes,Yes,27103209
532,1982,6,6,1,2,17,Downtown,Unfurnished,Yes,Yes,Yes,No,14912844
533,2751,1,3,2,2,7,Green Park,Semi-Furnished,Yes,Yes,Yes,Yes,17228845
534,4444,5,6,1,0,22,Suburban,Furnished,Yes,No,Yes,Yes,27322245
535,1354,3,4,2,0,20,Hill View,Semi-Furnished,No,No,No,Yes,9618391
536,1735,1,2,2,2,1,Green Park,Semi-Furnished,Yes,No,Yes,No,11624416
537,3099,4,4,3,3,3,Uptown,Unfurnished,No,Yes,Yes,No,20590951
538,1660,1,1,1,0,18,Green Park,Semi-Furnished,Yes,No,Yes,Yes,10427673
539,3322,4,5,1,2,28,Lake View,Unfurnished,Yes,No,No,No,20693933
540,4057,6,6,3,1,0,Lake View,Unfurnished,No,Yes,No,No,26291356
541,1840,4,4,3,0,11,West End,Semi-Furnished,Yes,No,No,Yes,12685197
542,2871,1,2,3,1,9,Lake View,Furnished,No,No,Yes,No,18578243
543,1376,2,2,1,0,23,East Side,Furnished,No,No,Yes,No,9475156
544,2787,4,4,1,2,1,City Center,Unfurnished,Yes,No,Yes,Yes,18910011
545,3333,5,6,3,1,23,East Side,Furnished,Yes,Yes,Yes,No,21963192
546,678,4,6,1,1,22,Uptown,Furnished,Yes,Yes,No,Yes,7997944
547,3103,2,4,1,0,3,Hill View,Unfurnished,Yes,Yes,Yes,No,19005329
548,3923,6,6,2,2,3,East Side,Unfurnished,Yes,No,Yes,Yes,24847494
549,1310,3,3,1,2,4,Lake View,Furnished,No,Yes,No,Yes,11140256
550,766,2,2,3,3,24,Uptown,Furnished,No,Yes,Yes,Yes,7409328
551,4393,1,3,3,2,13,Hill View,Unfurnished,Yes,Yes,Yes,No,25718096
552,2444,4,4,1,0,19,Uptown,Unfurnished,No,Yes,No,No,15895928
553,618,5,5,1,0,16,Suburban,Unfurnished,No,Yes,No,Yes,6285454
554,817,2,2,1,3,15,Uptown,Furnished,Yes,Yes,No,No,7398170
555,2380,3,4,3,3,1,Suburban,Unfurnished,Yes,Yes,Yes,Yes,16046623
556,2709,1,1,1,3,18,East Side,Semi-Furnished,No,Yes,No,Yes,15848282
557,1935,2,2,1,3,27,Riverside,Semi-Furnished,Yes,Yes,No,No,12132978
558,4247,4,4,1,3,5,Lake View,Semi-Furnished,Yes,No,Yes,No,26167195
559,1428,3,3,1,0,8,Uptown,Furnished,No,No,No,Yes,11238873
560,2007,2,3,3,1,25,East Side,Furnished,Yes,Yes,No,No,13103356
561,3023,4,5,2,0,23,Lake View,Unfurnished,Yes,Yes,No,No,19603215
562,1510,5,5,3,0,13,Downtown,Furnished,No,Yes,No,No,12880550
563,3916,6,6,2,3,7,Suburban,Unfurnished,Yes,No,Yes,Yes,24533015
564,1811,2,4,1,0,15,Green Park,Furnished,No,Yes,No,No,12282557
565,4180,6,6,1,2,20,Hill View,Unfurnished,Yes,Yes,No,No,25862710
566,733,3,4,2,1,25,Suburban,Unfurnished,No,Yes,No,Yes,6077956
567,2168,3,4,3,0,11,City Center,Furnished,Yes,Yes,Yes,No,15585824
568,2810,1,3,2,1,24,Riverside,Semi-Furnished,No,No,No,No,16257105
569,859,3,4,2,3,16,West End,Furnished,No,No,No,No,7964813
570,4472,6,6,1,3,2,Suburban,Semi-Furnished,Yes,No,Yes,Yes,27491169
571,1730,1,3,1,3,4,Riverside,Unfurnished,Yes,No,No,Yes,11450925
572,2020,4,5,3,0,9,Riverside,Furnished,Yes,Yes,No,No,14758815
573,2004,6,6,2,3,18,West End,Unfurnished,No,No,No,Yes,14158183
574,1303,3,3,2,2,9,Downtown,Furnished,No,No,No,Yes,11122280
575,4385,2,4,3,2,5,Uptown,Unfurnished,Yes,Yes,Yes,Yes,26195150
576,1896,5,5,2,2,11,Uptown,Furnished,Yes,No,No,Yes,14472229
577,2436,5,5,3,2,3,Downtown,Semi-Furnished,No,Yes,No,No,17416833
578,617,6,6,3,2,20,Green Park,Semi-Furnished,No,Yes,No,No,8041022
579,1060,6,6,1,1,21,West End,Furnished,No,Yes,No,Yes,9891636
580,2063,1,2,1,1,18,West End,Furnished,No,Yes,Yes,Yes,13468166
581,4079,4,6,3,0,16,Lake View,Furnished,No,No,Yes,No,25759669
582,1205,6,6,2,3,11,Downtown,Semi-Furnished,No,No,No,No,11446285
583,958,2,4,2,3,25,Hill View,Semi-Furnished,Yes,No,No,Yes,8127302
584,3049,1,1,1,2,15,West End,Semi-Furnished,Yes,No,Yes,Yes,17974150
585,3216,3,4,1,3,22,East Side,Furnished,Yes,Yes,No,No,20167971
586,2609,1,2,3,2,15,West End,Unfurnished,No,Yes,Yes,Yes,15688305
587,1675,3,5,3,3,3,Green Park,Semi-Furnished,Yes,No,Yes,Yes,12591152
588,3732,3,4,1,2,18,Hill View,Unfurnished,No,No,No,Yes,22093730
589,2699,6,6,1,2,5,East Side,Furnished,Yes,No,No,Yes,18499545
590,1268,1,2,2,3,20,City Center,Furnished,No,No,Yes,Yes,10242137
591,1350,1,3,1,2,27,City Center,Unfurnished,No,No,No,Yes,9634380
592,2975,3,3,1,1,16,Green Park,Semi-Furnished,No,No,No,Yes,18039392
593,1492,2,4,1,1,25,West End,Unfurnished,Yes,No,No,Yes,9610627
594,3953,2,2,2,2,9,City Center,Furnished,No,No,Yes,No,23783756
595,3649,1,1,1,1,22,Riverside,Semi-Furnished,Yes,Yes,Yes,Yes,21244240
596,3429,1,1,1,3,24,Lake View,Furnished,Yes,Yes,Yes,Yes,21190668
597,1087,3,3,1,2,21,Downtown,Furnished,Yes,Yes,Yes,Yes,10247575
598,2039,1,1,1,2,30,East Side,Semi-Furnished,No,Yes,Yes,Yes,12226719
599,3957,5,5,3,1,22,Riverside,Semi-Furnished,Yes,Yes,Yes,Yes,24889087
600,4086,6,6,2,1,14,Suburban,Furnished,No,No,No,Yes,25594431
601,1532,4,4,2,0,14,Suburban,Unfurnished,Yes,No,No,No,10758595
602,3557,1,1,2,3,3,Lake View,Semi-Furnished,No,No,No,Yes,21613222
603,2268,3,4,1,0,28,Hill View,Unfurnished,No,Yes,Yes,No,14714343
604,1030,4,5,3,0,3,Uptown,Semi-Furnished,No,Yes,Yes,Yes,9823377
605,1415,3,3,3,3,3,Riverside,Semi-Furnished,No,No,No,No,10497395
606,2548,6,6,2,3,16,Green Park,Furnished,No,Yes,Yes,No,18394711
607,2636,2,4,1,0,3,Downtown,Furnished,No,Yes,Yes,No,18057152
608,3382,3,3,2,0,24,Suburban,Unfurnished,No,No,Yes,No,19958655
609,2639,4,6,2,2,25,West End,Unfurnished,Yes,Yes,No,Yes,17175065
610,2443,3,4,2,3,1,Downtown,Furnished,No,Yes,No,No,17056621
611,1879,6,6,2,0,18,Hill View,Unfurnished,No,No,Yes,Yes,13707196
612,1678,4,6,2,2,24,Green Park,Semi-Furnished,Yes,Yes,Yes,Yes,12957808
613,2028,6,6,1,2,12,Suburban,Semi-Furnished,No,No,No,No,13968791
614,3308,2,2,1,2,18,Suburban,Unfurnished,Yes,No,Yes,No,18895626
615,680,5,6,1,3,21,Lake View,Unfurnished,No,No,Yes,No,7874551
616,691,3,4,3,3,10,East Side,Furnished,No,Yes,Yes,No,7514060
617,2659,6,6,1,2,11,Lake View,Furnished,No,Yes,Yes,No,19016835
618,794,3,5,2,1,19,Suburban,Unfurnished,Yes,No,No,Yes,7010743
619,3881,5,6,2,1,11,Suburban,Unfurnished,No,No,No,No,23252995
620,2297,4,5,3,3,21,West End,Furnished,Yes,Yes,No,Yes,16389305
621,3974,6,6,2,3,29,East Side,Unfurnished,Yes,Yes,No,No,24187720
622,1584,2,4,3,2,27,Lake View,Semi-Furnished,No,Yes,Yes,No,11720701
623,3973,3,5,1,2,21,East Side,Furnished,No,Yes,Yes,Yes,24062838
624,713,2,3,2,3,17,Lake View,Semi-Furnished,Yes,Yes,Yes,No,7124657
625,719,3,4,3,1,20,Downtown,Unfurnished,No,Yes,Yes,Yes,7607953
626,3064,3,3,2,2,21,Suburban,Semi-Furnished,Yes,Yes,Yes,Yes,19192112
627,3320,5,6,2,3,28,Suburban,Furnished,Yes,No,No,No,21484727
628,3647,2,3,1,1,3,Uptown,Furnished,No,No,No,No,22378515
629,829,4,6,2,0,10,West End,Semi-Furnished,No,Yes,No,Yes,8031431
630,2546,6,6,2,0,20,East Side,Furnished,Yes,Yes,No,No,17423491
631,3217,6,6,3,0,17,Riverside,Semi-Furnished,No,Yes,No,No,20827904
632,969,2,3,1,1,29,Hill View,Unfurnished,No,No,Yes,No,6730785
633,3971,4,5,3,3,29,City Center,Unfurnished,No,Yes,Yes,No,24918130
634,871,3,4,3,2,14,Downtown,Furnished,Yes,No,Yes,Yes,9137324
635,1419,6,6,2,0,3,Uptown,Furnished,Yes,No,No,No,12346402
636,4177,6,6,2,1,21,East Side,Semi-Furnished,No,Yes,Yes,No,25817856
637,1345,4,5,3,1,0,Downtown,Unfurnished,Yes,Yes,No,Yes,11518499
638,3472,2,2,2,3,19,Green Park,Furnished,Yes,No,Yes,Yes,20927200
639,3543,5,6,2,3,3,Riverside,Unfurnished,Yes,Yes,No,No,22942302
640,2624,4,4,2,1,19,Riverside,Semi-Furnished,Yes,No,Yes,No,16685832
641,717,3,4,1,3,29,Riverside,Semi-Furnished,No,Yes,Yes,No,6536075
642,4169,3,5,2,1,22,Lake View,Unfurnished,No,No,Yes,Yes,25376856
643,840,1,2,1,3,29,City Center,Unfurnished,Yes,Yes,No,No,6813201
644,2216,6,6,1,0,18,Uptown,Semi-Furnished,Yes,No,No,No,15437527
645,967,3,5,3,3,4,Green Park,Furnished,No,Yes,Yes,No,9361050
646,3663,3,4,2,2,19,Green Park,Unfurnished,No,No,Yes,No,22348263
647,2612,2,4,3,3,1,Riverside,Furnished,Yes,Yes,Yes,Yes,17787490
648,1665,2,4,2,3,3,Hill View,Furnished,No,No,No,No,12150935
649,1060,6,6,1,2,2,Riverside,Semi-Furnished,Yes,Yes,No,Yes,10367893
650,616,5,6,1,3,29,Suburban,Furnished,No,Yes,No,Yes,7099290
651,3390,6,6,2,2,18,Suburban,Semi-Furnished,Yes,Yes,Yes,No,22276084
652,3301,4,5,3,2,19,Downtown,Semi-Furnished,Yes,No,No,Yes,21434834
